gender,under_30,senior_citizen,dependents,referred_a_friend,phone_service,multiple_lines,avg_monthly_gb_download,online_security,online_backup,streaming_music,paperless_billing,churn_label,cltv,tenure_months,monthly_charges,population,country_united_states,internet_type_cable,internet_type_dsl,internet_type_fiber_optic,payment_method_bank_withdrawal,payment_method_credit_card,payment_method_mailed_check,quarter_q3,device_protection_no,device_protection_yes,tech_support_no,tech_support_yes,state_california,city_encoded,longitude_encoded
0,0,0,0,1,1,1,8,0,1,0,0,1,5413,61,98.3,8308,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1051,899
0,0,0,0,1,1,0,11,0,0,0,0,1,5272,23,90.45,1054,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,10,1589
1,0,0,0,1,1,0,4,0,0,0,1,1,4291,55,88.8,1591,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,205,1504
1,0,0,0,0,0,0,4,0,0,0,1,1,5715,45,34.2,91,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,265,1560
0,0,0,1,0,1,0,28,1,0,0,1,1,5693,56,94.8,4101,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,366,1465
1,0,0,0,0,1,1,4,1,0,0,0,1,3828,4,80.25,175,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,370,1506
0,0,0,0,1,1,1,16,1,1,0,0,1,5987,49,88.2,9902,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,468,1513
1,0,0,0,1,1,0,3,1,1,0,0,1,4964,71,99.4,2706,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,519,1573
1,0,0,0,1,1,1,25,1,1,0,0,1,4796,72,114.85,586,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,577,1579
0,0,0,0,1,1,1,9,1,1,0,1,1,5856,72,84.45,5995,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,812,1556
1,0,0,0,0,1,0,4,0,0,0,1,1,3111,20,80.7,309,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1067,1593
0,0,0,0,1,1,1,2,0,1,0,0,1,4250,61,82.15,6197,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,300,1109
0,0,0,0,0,1,0,21,0,1,0,0,1,5285,29,101.45,24738,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,917,975
1,0,0,0,0,1,0,23,0,1,0,0,1,3283,18,49.85,32564,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1025,1273
0,0,0,0,1,1,1,10,1,1,0,0,1,4322,71,92.0,1526,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,33,982
0,0,0,0,0,1,0,3,0,0,0,1,1,4374,44,73.85,4829,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,141,912
1,0,0,0,1,1,1,29,1,1,0,0,1,4452,65,109.4,8577,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,777,865
1,0,0,0,1,1,1,28,0,1,0,0,1,6019,58,97.8,25418,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,835,1079
1,0,0,0,0,1,0,0,0,0,0,1,1,3288,6,19.5,14966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,840,1106
0,0,0,0,0,0,0,19,1,0,1,0,1,4865,52,48.8,37031,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,840,1103
1,0,0,0,1,1,1,13,0,1,1,1,1,5467,69,105.4,5654,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,64,1088
1,0,0,0,0,1,0,24,0,0,1,0,1,3098,13,96.85,1237,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,117,1048
1,0,0,0,1,1,0,27,0,1,1,0,1,4951,71,99.2,632,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,146,1005
1,0,0,0,0,1,1,17,0,1,0,0,1,5572,66,70.85,7503,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,210,1287
0,0,0,0,1,1,1,29,0,1,0,0,1,6020,64,94.25,1454,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,371,1276
1,0,0,0,0,1,1,15,0,0,0,0,1,5391,45,102.15,2064,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,386,938
1,0,0,1,1,1,0,53,0,1,0,0,1,3937,23,88.45,8695,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,535,1179
0,0,0,0,1,1,1,26,1,1,0,1,1,5116,7,64.2,4579,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1074,1377
0,0,0,0,1,1,1,17,0,0,0,0,1,5611,6,80.8,417,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,147,964
0,0,0,0,0,1,0,25,0,0,0,1,1,4140,4,69.35,170,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,339,1553
0,0,0,0,0,1,1,13,0,1,0,0,1,3175,11,111.4,295,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,385,1533
1,0,0,0,1,1,0,20,0,1,0,0,1,6418,68,60.65,734,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,464,1547
1,0,0,0,1,1,1,18,0,1,0,1,1,2784,21,71.7,386,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,549,1023
1,0,0,0,0,0,0,9,0,1,0,0,1,5693,65,53.5,816,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,569,1232
1,0,0,0,0,1,1,14,0,1,0,0,1,5746,50,106.8,124,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,616,1138
1,0,0,0,0,1,0,7,0,1,0,0,1,4615,7,64.95,42239,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,316,203
0,0,0,1,1,1,0,25,1,0,0,0,1,5092,72,104.1,734,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1009,1500
1,0,0,0,1,1,1,27,0,1,0,0,1,3792,30,90.05,85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,571,876
0,0,0,0,1,1,1,24,0,1,0,0,1,5469,38,102.6,481,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,610,854
0,0,0,1,1,1,1,11,1,0,0,0,1,6214,60,80.95,942,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,701,826
1,0,0,0,1,1,1,9,0,1,0,0,1,5225,65,108.8,101215,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,554,481
1,0,0,0,1,1,1,25,1,1,0,0,1,5703,67,105.4,30568,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,522
0,0,0,1,0,1,0,17,0,0,0,0,1,3779,7,45.75,41713,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,503
0,0,0,0,0,1,0,16,0,0,0,0,1,2534,27,70.55,32901,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,554,535
1,0,0,0,1,1,1,21,0,1,0,1,1,5140,55,90.45,55668,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,443
1,0,0,0,0,1,0,25,0,0,0,1,1,2868,3,73.85,47534,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,554,461
0,0,0,0,0,1,1,30,0,0,0,0,1,3415,30,69.1,2527,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,554,572
1,0,0,0,0,1,0,14,0,1,0,0,1,2885,2,83.8,29825,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,212,465
1,0,0,0,0,1,1,11,0,0,1,0,1,4425,17,94.2,42459,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,267,422
0,0,0,1,1,1,1,22,0,1,1,1,1,5177,61,99.0,78114,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,437,458
0,0,0,0,0,1,1,25,0,1,1,0,1,4993,52,110.75,37527,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,448,540
1,0,0,0,1,1,1,20,1,1,0,0,1,5153,72,96.6,13779,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,448,526
1,0,0,0,0,1,0,17,0,0,1,1,1,3253,44,74.85,23559,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,891,599
0,0,0,0,0,1,1,10,1,0,1,0,1,5692,65,109.05,47568,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,491,370
0,0,0,0,0,1,1,0,0,0,0,0,1,4055,72,25.0,62425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,629,407
0,0,0,0,1,1,1,15,0,1,1,0,1,4040,60,104.35,16398,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,42,398
1,0,0,0,0,1,1,15,0,0,1,0,1,3225,26,66.05,51556,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,180,393
1,0,0,0,1,1,1,7,1,0,1,0,1,5573,42,105.2,27563,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,511,409
1,0,0,0,0,1,1,18,0,0,0,0,1,3558,23,79.35,38902,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,548,412
0,0,0,0,0,1,1,30,0,1,1,1,1,6120,72,98.35,20200,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,484,431
1,0,0,0,1,1,1,25,1,1,0,0,1,2136,22,63.55,23981,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,368,499
0,0,0,0,0,1,1,14,0,1,0,0,1,5232,54,90.05,16910,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,368,466
1,0,0,0,1,1,1,24,1,1,0,0,1,4074,47,67.45,25751,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,679,611
1,0,0,0,0,0,0,23,0,1,0,0,1,5185,52,50.5,46639,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,968,529
1,0,0,0,1,1,0,17,0,0,0,1,1,2502,26,60.7,24977,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1026,628
0,0,0,0,0,1,1,2,0,1,0,0,1,3061,48,99.0,27424,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,982,610
0,0,0,0,0,0,0,10,0,1,0,0,1,2104,4,50.95,27453,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1032,563
1,0,0,0,1,1,1,13,1,1,0,1,1,4627,72,89.1,26933,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,631,411
1,0,0,1,1,1,1,27,0,0,0,1,1,2656,22,85.35,69974,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,778,284
0,0,0,0,0,1,1,27,0,1,0,1,1,4330,24,54.8,2863,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,103,29
0,0,0,0,0,1,1,24,0,1,0,0,1,3493,31,90.7,48690,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,306,92
1,0,0,0,0,1,0,9,0,0,0,1,1,3021,9,75.5,44692,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1042,167
0,0,0,0,0,1,1,9,0,1,0,1,1,4921,71,105.75,74232,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,854,150
0,0,0,0,1,1,1,20,0,0,0,1,1,2968,1,74.3,2743,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,447,31
1,0,0,0,0,1,0,27,0,0,0,0,1,2576,1,70.6,3873,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,446,36
1,0,0,0,0,1,1,23,0,1,0,1,1,3820,28,64.45,23394,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,108,7
0,0,0,0,0,1,0,24,0,0,0,1,1,5610,16,69.65,2355,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,128,68
0,0,0,0,1,1,1,5,0,1,1,0,1,6441,65,103.15,131,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,732,0
0,0,0,0,0,1,1,16,0,0,0,0,1,5514,56,101.05,14104,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1019,26
0,0,0,0,1,1,1,23,1,1,0,0,1,4671,72,84.1,20486,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1104,42
0,0,0,0,1,1,0,29,0,0,0,0,1,2848,11,70.2,54586,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,331,228
0,0,0,0,1,1,1,8,0,0,0,1,1,5610,30,74.85,18999,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,829,218
1,0,0,0,0,1,1,13,1,1,0,0,1,5061,59,94.05,36149,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,651,212
0,0,0,0,1,1,1,5,1,1,0,0,1,4680,72,102.65,3070,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,987,175
0,0,0,0,1,1,0,9,0,1,0,0,1,6412,71,95.5,19368,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1073,186
0,0,0,0,1,1,0,30,1,1,0,0,1,6500,56,85.65,48207,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,222,333
0,0,0,0,0,1,0,12,0,1,0,0,1,5626,34,99.85,28687,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,664,321
1,0,0,0,0,1,1,24,1,0,0,0,1,5780,64,108.95,42193,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,801,251
0,0,0,0,0,1,0,23,0,0,0,1,1,4812,20,89.95,350,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,496,257
1,0,0,0,1,1,1,13,0,1,0,0,1,5004,70,104.45,17494,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1016,289
0,0,0,0,0,1,0,9,0,0,0,0,1,5171,5,71.45,34055,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,109,316
1,0,0,0,1,1,1,24,1,1,0,0,1,4993,72,89.55,46105,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,353,354
1,0,0,0,0,1,1,20,0,1,0,0,1,5469,66,100.8,31428,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,357,361
0,0,0,0,1,1,0,9,1,1,0,1,1,5590,72,74.4,37916,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,703,294
0,0,0,0,1,1,1,30,1,1,0,0,1,4988,72,93.05,48170,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,766,311
0,0,0,0,1,1,0,11,1,0,0,0,1,5490,52,104.45,24945,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,139,663
1,0,0,0,0,1,0,23,0,0,0,0,1,5742,40,91.55,21633,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,696,659
1,0,0,0,1,1,1,9,0,0,0,1,1,2944,44,104.15,25634,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,781,681
1,0,0,0,0,1,0,21,1,0,0,0,1,5525,7,48.2,49027,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,924,632
0,0,0,0,0,1,1,0,0,0,0,0,1,5751,72,25.1,64802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,924,640
1,0,0,0,0,1,1,23,0,0,1,0,1,5157,8,100.15,2966,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,935,668
0,0,0,0,1,1,0,12,0,0,1,0,1,4537,8,64.4,10986,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,884,755
0,0,0,0,0,1,0,15,0,0,0,1,1,4576,1,45.2,226,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,133,634
1,0,0,1,1,1,0,75,1,0,1,0,1,3847,48,104.5,4517,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,453,698
1,0,0,0,0,1,1,21,0,1,0,0,1,4168,65,95.45,2502,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,560,782
1,0,0,0,1,1,0,4,0,0,0,0,1,3935,26,85.7,4198,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,765,712
1,0,0,0,1,1,1,10,0,0,1,1,1,3199,35,102.05,65566,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,783,653
0,0,0,0,1,1,1,6,0,0,0,0,1,3739,16,85.05,1729,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,959,774
1,0,0,0,0,0,0,24,1,0,0,1,1,3162,14,39.7,1935,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1056,471
0,0,0,0,0,1,1,25,0,0,0,1,1,3728,18,93.9,812,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,52,918
1,0,0,0,1,1,0,14,1,1,1,0,1,5011,71,109.7,6165,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,546,884
0,0,0,0,1,1,1,22,0,0,1,0,1,3594,48,91.05,2666,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,874,893
1,0,0,0,1,1,1,22,0,0,0,0,1,2364,31,90.7,8316,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,132,342
1,0,0,0,1,1,1,27,1,1,1,1,1,5148,38,95.0,7831,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,455
0,0,0,1,0,1,0,23,0,1,0,0,1,4143,11,54.55,826,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,111,705
1,0,0,0,0,1,1,4,0,1,0,0,1,5990,27,86.45,42239,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,316,203
0,0,0,0,0,1,0,5,0,0,0,0,1,2469,1,70.05,34045,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,724,480
0,0,0,0,1,1,0,21,1,1,0,0,1,5295,59,82.95,46171,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,987,110
1,0,0,0,0,1,1,0,0,0,0,1,1,4015,50,25.2,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,757
1,0,0,0,0,1,0,8,1,0,0,0,1,2057,31,73.55,273,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,83,708
1,0,0,0,0,1,0,22,0,0,0,1,1,4267,2,81.5,46858,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,201,738
1,0,0,0,0,1,1,7,0,0,0,0,1,4093,4,74.45,1125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,352,750
0,0,0,0,1,1,0,4,0,1,0,0,1,5636,57,90.65,14088,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,476,734
0,0,0,0,1,1,1,8,1,0,1,0,1,5324,50,105.05,52,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,509,696
0,0,0,0,1,1,1,0,0,0,0,1,1,6421,61,25.0,306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,965,713
1,0,0,0,1,1,1,0,0,0,0,1,1,4397,72,24.3,13027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,843,1149
0,0,0,0,1,1,0,16,1,0,1,1,1,3553,29,90.1,1140,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,189,1100
1,0,0,0,0,1,0,9,0,0,1,0,1,2227,41,101.1,148,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,544,1364
1,0,0,0,1,1,1,21,1,1,1,0,1,5264,70,92.2,39062,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,602,1335
0,0,0,0,0,1,0,6,0,0,0,0,1,2939,8,69.95,32368,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,811,1339
0,0,0,0,0,1,0,0,0,0,0,1,1,4577,2,19.2,60599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,945,1433
1,0,0,1,0,1,1,17,0,0,1,0,1,2440,30,101.3,26297,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,857,1454
1,0,0,0,0,1,0,30,1,0,0,1,1,4759,57,69.85,16198,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,725,1328
1,0,0,0,1,1,0,4,0,1,1,1,1,4849,25,88.4,37926,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,873,1394
0,0,0,1,1,1,1,21,0,0,0,0,1,5195,28,51.0,41698,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,171,1302
1,0,0,0,1,1,1,14,1,1,0,0,1,4588,70,113.0,78816,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,764,1230
1,0,0,0,0,1,0,27,1,1,0,1,1,3662,5,59.9,5246,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,824,1169
0,0,0,0,1,1,0,18,1,1,0,0,1,4414,33,93.55,42854,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,690,1324
1,0,0,0,0,1,0,0,0,0,0,1,1,3460,4,20.05,24518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690,1326
1,0,0,0,1,1,1,16,1,1,0,0,1,5098,72,116.75,55720,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,875,1405
1,0,0,0,0,1,1,13,0,1,0,0,1,5425,34,96.35,330,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,259,1535
0,0,0,0,1,0,0,9,0,1,1,0,1,3920,41,53.95,607,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,666,1493
1,0,0,1,1,1,0,19,1,0,0,0,1,6357,56,72.6,6448,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,877,1456
0,0,0,0,0,1,1,11,0,0,0,0,1,4368,52,72.95,857,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,244,1357
1,0,0,0,1,1,1,19,0,1,0,1,1,4340,60,89.45,8728,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,321,1293
0,0,0,0,0,0,0,26,0,1,0,0,1,3410,7,44.4,40568,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,863,1171
