tenure_months,dependents,monthly_charges,tech_support_no,city_encoded,population,longitude_encoded,cltv,avg_monthly_gb_download,online_security,paperless_billing,payment_method_credit_card,online_backup,payment_method_bank_withdrawal,streaming_music,referred_a_friend,internet_type_dsl,internet_type_cable,internet_type_fiber_optic,multiple_lines,churn_label
48,1,29.9,1.0,409,93315,534,2617,19,0,1,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
54,0,99.1,0.0,942,96267,446,4118,17,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
53,0,25.1,0.0,448,27778,527,5295,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
55,1,76.25,0.0,891,19975,593,4319,19,1,1,0.0,0,1.0,0,1,0.0,1.0,0.0,1,1
33,0,24.9,0.0,1002,41979,537,5756,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
23,0,104.45,1.0,1072,38181,379,5883,14,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
50,0,83.4,1.0,548,19034,424,4977,22,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
47,0,99.7,1.0,734,16812,421,4787,7,0,1,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
2,0,72.6,1.0,368,21990,491,5098,30,0,0,0.0,0,0.0,0,0,0.0,0.0,1.0,1,1
55,0,116.5,0.0,368,14493,486,4222,10,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
71,0,106.8,0.0,368,17015,483,6423,21,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
3,0,30.75,1.0,4,25303,639,4133,3,0,0,0.0,1,1.0,0,1,1.0,0.0,0.0,0,1
41,0,94.55,1.0,662,30742,603,4914,2,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
41,0,104.4,1.0,120,11517,511,4477,15,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
30,0,101.5,0.0,120,25882,520,4828,24,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
29,1,103.95,1.0,120,18539,521,3733,19,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
66,0,108.1,1.0,1032,27453,563,4722,28,0,1,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
38,0,24.85,1.0,228,17554,324,3511,30,0,0,0.0,0,1.0,0,1,0.0,1.0,0.0,0,1
17,0,92.55,1.0,369,24973,309,3689,20,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
65,1,107.45,1.0,631,26933,411,6211,26,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
45,0,100.15,1.0,702,54254,266,2636,20,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
65,0,105.85,0.0,1059,30458,327,4872,9,0,0,1.0,1,0.0,1,1,0.0,0.0,1.0,0,1
71,0,107.5,1.0,190,9278,95,5775,19,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
35,0,73.0,0.0,254,1587,59,2715,18,0,0,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
30,0,77.9,1.0,490,44652,100,2009,19,0,1,0.0,0,0.0,0,1,0.0,0.0,1.0,1,1
54,0,110.45,0.0,525,24961,112,4425,16,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
55,0,44.85,1.0,654,62355,132,5829,30,1,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
69,0,29.8,1.0,756,1604,47,5681,13,0,0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,1
9,0,19.85,0.0,947,7863,91,5601,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
66,0,108.1,0.0,249,13945,189,5360,23,0,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
50,0,108.75,1.0,795,339,50,5211,2,1,1,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
60,0,105.9,1.0,895,1143,67,5084,25,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
13,0,70.45,1.0,1042,44692,167,5225,26,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,0,1
72,0,109.75,0.0,854,66838,120,6010,22,1,0,0.0,0,0.0,0,1,0.0,0.0,1.0,1,1
50,0,104.95,0.0,761,354,55,5570,29,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
61,0,85.55,0.0,413,4948,214,4845,23,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
18,0,80.55,1.0,565,5256,79,5137,14,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,1
72,0,78.5,1.0,568,1090,236,6072,22,1,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
65,0,92.7,1.0,711,909,201,5205,26,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
71,0,89.45,1.0,651,36149,212,6004,27,0,1,1.0,1,0.0,0,1,0.0,0.0,1.0,0,1
45,0,98.7,0.0,451,17621,305,2535,20,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
67,0,92.45,0.0,853,34946,249,5857,21,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
71,1,86.7,1.0,500,62103,270,4485,19,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
72,0,105.0,1.0,883,44117,291,6423,10,0,1,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
21,0,95.4,1.0,23,60553,350,5691,16,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
71,0,115.05,0.0,23,34398,318,4438,18,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
14,0,78.85,1.0,353,24502,343,5327,2,1,1,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
21,0,86.55,1.0,353,21157,338,5318,9,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
21,0,20.5,0.0,357,15878,376,5766,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
56,0,76.85,0.0,218,60294,246,6035,29,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
49,0,103.0,0.0,1036,46894,697,5023,21,1,1,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
46,0,91.3,1.0,884,20893,749,3191,26,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
58,0,100.4,0.0,346,4498,665,4005,28,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
20,0,91.0,1.0,512,15364,656,3748,2,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
62,0,89.8,1.0,531,15508,678,4981,3,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
7,0,74.85,1.0,593,302,756,2259,13,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
28,1,39.1,1.0,1056,1935,471,2305,21,0,0,0.0,1,1.0,1,1,1.0,0.0,0.0,0,1
70,0,105.35,1.0,56,12963,670,5866,7,1,1,1.0,1,0.0,1,1,0.0,0.0,1.0,0,1
39,0,101.25,0.0,44,29539,913,3172,21,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
43,0,100.55,1.0,52,812,918,4499,8,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
34,0,64.2,0.0,558,1317,794,2225,23,0,1,0.0,0,1.0,0,1,0.0,1.0,0.0,0,1
72,0,73.45,1.0,890,43684,873,5540,3,0,0,1.0,0,0.0,1,1,0.0,1.0,0.0,1,1
29,0,79.3,0.0,1,7831,455,3172,2,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
72,0,25.4,0.0,89,13309,559,6141,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
11,1,78.1,1.0,284,7685,353,2333,13,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,1
49,0,81.35,0.0,466,71,355,4537,10,1,1,1.0,1,0.0,1,0,0.0,1.0,0.0,1,1
69,0,56.55,1.0,513,57794,325,4162,12,1,1,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
19,0,87.3,1.0,985,25805,629,4447,16,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
67,0,102.9,0.0,62,613,714,5869,17,0,1,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
72,0,114.5,0.0,149,1766,856,6051,19,1,0,0.0,1,0.0,1,1,0.0,0.0,1.0,1,1
38,0,20.2,0.0,165,5446,781,4947,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
40,0,55.8,1.0,188,19391,838,3587,18,0,1,0.0,0,1.0,1,1,1.0,0.0,0.0,0,1
59,0,99.5,1.0,250,1965,739,5513,9,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
15,0,96.5,1.0,328,1852,808,2394,26,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
28,0,25.7,0.0,352,1125,750,3136,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
16,0,91.55,0.0,470,14062,809,4045,20,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
30,0,105.7,0.0,509,52,696,2455,22,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
57,0,93.75,0.0,572,28434,823,4276,11,1,1,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
72,0,109.75,0.0,351,26580,772,4265,14,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
34,0,75.55,1.0,351,60889,785,5381,16,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
19,0,66.4,1.0,351,16346,775,4533,26,1,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
35,0,70.55,1.0,630,32857,1212,5873,30,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
19,0,34.3,1.0,240,63337,1451,4615,14,0,0,1.0,1,0.0,0,1,1.0,0.0,0.0,0,1
7,0,75.4,1.0,602,39062,1335,3533,21,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
35,0,81.6,1.0,626,2346,1459,2300,28,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
35,0,110.8,0.0,811,25569,1389,2125,22,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
44,0,19.35,0.0,857,56330,1432,4975,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
59,0,50.25,1.0,725,1723,1334,5546,23,0,0,0.0,1,1.0,1,1,0.0,1.0,0.0,0,1
71,0,25.45,0.0,7,58555,1373,5341,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
67,0,75.7,1.0,8,15187,1262,5823,19,0,0,0.0,0,0.0,0,0,0.0,0.0,1.0,1,1
26,0,78.8,1.0,348,56126,1251,4509,15,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
62,0,89.1,1.0,536,75929,1159,4415,3,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
13,0,59.9,1.0,653,26894,1401,5254,30,0,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
34,1,108.9,0.0,708,17964,1343,5151,12,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
57,1,95.3,0.0,824,5246,1169,4912,15,0,0,1.0,1,0.0,0,1,0.0,0.0,1.0,0,1
62,0,84.45,1.0,1028,51665,1336,4166,3,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
11,0,79.15,1.0,74,10737,1365,3355,15,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,0,1
60,0,71.75,1.0,223,7936,1502,4964,29,1,0,0.0,1,1.0,1,0,1.0,0.0,0.0,1,1
50,0,100.65,0.0,666,607,1493,5791,23,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
51,0,19.6,0.0,877,6448,1456,4224,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
12,1,29.3,0.0,40,3373,1151,3353,14,0,0,0.0,0,0.0,0,1,1.0,0.0,0.0,0,1
63,0,109.4,1.0,172,8582,1175,5961,20,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
37,0,19.6,0.0,365,49968,1128,5730,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
8,0,87.1,1.0,887,8365,1257,3950,28,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
53,0,73.8,1.0,897,30589,1289,6469,15,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,0,1
64,1,24.4,0.0,863,13481,1259,4772,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
1,0,70.2,1.0,957,30476,1064,2422,12,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
69,0,110.25,0.0,957,40611,1058,4948,27,1,1,1.0,0,0.0,1,0,0.0,0.0,1.0,1,1
66,1,104.9,1.0,215,2633,910,4892,30,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
6,0,44.7,1.0,84,167,836,4270,7,0,1,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
67,0,83.85,1.0,225,2271,806,5261,20,1,1,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
23,0,90.0,1.0,292,579,776,4999,20,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
39,0,99.1,1.0,399,7872,1010,4599,18,1,1,0.0,1,0.0,0,1,0.0,0.0,1.0,0,1
26,0,85.8,1.0,520,3256,833,5700,7,1,0,1.0,0,0.0,0,0,0.0,0.0,1.0,0,1
60,0,49.45,1.0,604,59289,875,4277,22,0,0,1.0,1,0.0,0,1,1.0,0.0,0.0,0,1
45,0,75.15,0.0,606,1278,813,5837,22,1,1,1.0,0,0.0,0,1,1.0,0.0,0.0,1,1
4,0,70.65,1.0,604,23100,879,4510,12,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
59,1,88.75,1.0,622,13343,956,6492,26,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,1
35,0,91.0,1.0,663,8504,994,5527,19,1,1,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
54,0,18.95,0.0,825,12646,1013,5548,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
66,0,102.4,1.0,842,12466,1003,4861,20,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
42,0,55.65,1.0,1051,8308,899,5831,30,0,1,0.0,0,1.0,0,0,0.0,1.0,0.0,1,1
18,0,74.7,1.0,306,48690,92,3896,18,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
5,0,80.7,1.0,10,1054,1589,3468,17,1,1,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
33,0,100.6,1.0,577,586,1579,3669,22,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
54,0,74.0,1.0,607,7789,1479,4991,5,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
54,0,99.05,1.0,775,1352,1580,4011,13,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
69,0,110.55,0.0,1088,240,1538,4887,14,1,0,0.0,0,0.0,0,1,0.0,0.0,1.0,1,1
27,0,85.9,1.0,324,228,1622,5755,14,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
31,0,50.4,1.0,806,400,1600,2166,21,1,0,1.0,1,0.0,0,1,1.0,0.0,0.0,0,1
67,0,54.9,1.0,753,200,1585,4826,28,0,1,0.0,1,1.0,0,0,1.0,0.0,0.0,1,1
55,0,100.15,1.0,191,43718,1050,5182,3,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
54,0,24.95,1.0,191,41636,1060,4691,4,0,0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
2,0,56.55,1.0,573,844,1250,2069,25,0,0,1.0,1,0.0,0,0,1.0,0.0,0.0,1,1
67,0,105.05,0.0,933,2958,887,4143,11,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,0,1
65,0,104.35,1.0,1093,38547,1210,4073,7,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
36,0,91.95,1.0,379,20675,1027,3273,16,0,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,1
54,0,65.25,0.0,835,25418,1079,6161,6,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
60,0,101.4,1.0,840,14966,1106,4483,11,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
63,0,83.0,0.0,840,44683,1117,5428,18,1,1,0.0,1,1.0,0,0,1.0,0.0,0.0,1,1
2,0,70.1,1.0,840,72199,1102,5592,24,0,1,0.0,0,1.0,0,1,0.0,0.0,1.0,0,1
69,0,84.9,1.0,840,42832,1129,4503,14,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
58,1,89.85,0.0,210,7503,1287,5035,10,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
66,1,116.25,0.0,278,3524,1181,4578,10,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
51,0,29.45,1.0,386,2064,938,6285,21,0,0,1.0,1,0.0,0,1,1.0,0.0,0.0,0,1
50,0,70.35,1.0,535,8695,1179,5596,23,1,0,0.0,1,1.0,0,0,1.0,0.0,0.0,1,1
72,0,109.55,1.0,730,28318,1155,4086,4,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
63,0,36.1,0.0,439,268,1567,5089,7,1,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
18,0,20.35,0.0,464,734,1547,4713,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
28,0,105.8,0.0,479,482,1532,4174,15,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
53,0,96.75,0.0,507,1236,1429,4766,28,1,0,1.0,1,0.0,1,0,0.0,0.0,1.0,0,1
68,0,41.95,1.0,645,7309,1384,5607,28,1,0,0.0,1,1.0,0,1,0.0,1.0,0.0,0,1
9,0,90.1,1.0,246,104,855,2893,4,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
54,0,72.1,0.0,528,277,874,4277,2,0,1,1.0,1,0.0,0,0,0.0,1.0,0.0,1,1
64,0,103.5,1.0,784,4236,864,5125,18,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
72,0,109.7,0.0,981,1291,820,4319,3,0,1,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
72,0,84.1,1.0,554,47487,449,4999,28,1,0,1.0,1,0.0,1,1,1.0,0.0,0.0,1,1
16,0,78.75,1.0,554,44150,582,4351,17,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
3,0,74.6,1.0,554,32562,523,3711,17,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
27,0,83.85,0.0,554,21728,524,5907,21,0,1,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
35,0,99.05,1.0,554,10470,588,3484,7,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
2,0,43.95,1.0,77,11355,567,4057,30,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
72,0,25.7,0.0,448,27778,527,5079,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
68,0,95.9,1.0,891,19975,593,5080,28,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
67,0,107.05,1.0,1072,19109,364,4126,20,1,0,1.0,0,0.0,0,1,0.0,0.0,1.0,1,1
13,0,45.3,1.0,119,33528,365,4118,9,0,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
22,0,89.75,1.0,164,25566,478,4180,14,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
51,0,93.65,1.0,548,43467,428,4163,10,1,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
71,1,72.9,0.0,548,37417,408,6404,20,0,0,0.0,1,1.0,0,1,1.0,0.0,0.0,1,1
57,0,79.75,1.0,633,7527,462,5371,16,0,0,0.0,1,1.0,0,0,1.0,0.0,0.0,1,1
62,0,79.95,0.0,921,10558,388,6488,29,1,0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,1
70,0,105.55,0.0,662,30742,603,4605,24,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
45,0,85.7,0.0,977,81986,564,5397,20,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
57,0,94.0,1.0,377,48867,604,6015,30,0,1,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
18,0,103.6,0.0,1034,51348,587,2094,3,0,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
6,0,79.7,1.0,304,13129,597,2893,11,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
1,0,45.85,1.0,962,26157,556,5715,6,0,0,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
71,0,99.65,0.0,778,36057,290,5448,12,1,0,1.0,1,0.0,0,0,0.0,0.0,1.0,1,1
51,0,94.0,1.0,190,74025,119,6034,21,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
56,0,68.45,0.0,190,12884,97,4368,18,1,0,1.0,1,0.0,0,1,0.0,1.0,0.0,1,1
64,0,43.85,0.0,190,9278,95,6055,21,0,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
68,0,20.0,0.0,720,1831,126,6136,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
67,0,64.55,0.0,1042,44692,167,4494,11,1,0,0.0,1,1.0,0,0,1.0,0.0,0.0,1,1
42,0,95.55,1.0,854,47140,138,4121,12,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
61,0,94.2,0.0,854,27959,182,5274,29,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
53,0,94.0,0.0,854,33083,142,6355,25,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
35,0,108.35,1.0,854,29283,129,5139,3,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
72,0,63.1,0.0,282,1564,1,4933,26,1,0,0.0,1,1.0,1,1,0.0,1.0,0.0,0,1
34,0,85.2,1.0,638,3499,57,5393,29,0,0,1.0,0,0.0,0,1,0.0,0.0,1.0,0,1
63,0,103.5,1.0,732,131,0,5187,2,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
6,0,44.4,1.0,996,6242,40,4611,24,0,0,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
55,0,60.0,1.0,1019,14104,26,4212,23,1,1,1.0,1,0.0,0,1,0.0,1.0,0.0,1,1
2,0,53.85,1.0,554,58198,492,3239,21,1,0,1.0,1,0.0,0,0,1.0,0.0,0.0,0,0
2,1,70.7,1.0,554,43019,508,2701,51,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
8,1,99.65,1.0,554,62784,502,5372,26,0,0,0.0,0,1.0,1,0,0.0,1.0,0.0,1,0
28,1,104.8,0.0,554,1957,517,5003,47,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
49,1,103.7,1.0,554,15140,490,5340,11,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,0
10,0,55.2,0.0,854,4258,172,5925,69,0,1,1.0,0,0.0,0,1,0.0,1.0,0.0,0,0
1,0,20.15,0.0,554,44150,582,4832,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0
47,1,99.35,1.0,554,30568,522,5789,16,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,0
1,0,30.2,1.0,554,41713,503,2915,58,0,1,0.0,1,1.0,0,1,1.0,0.0,0.0,0,0
17,0,64.7,1.0,554,46960,439,3022,41,0,0,1.0,0,0.0,1,0,0.0,1.0,0.0,0,0
5,1,69.7,1.0,554,29310,482,2454,58,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
34,1,106.35,1.0,554,27866,454,2941,28,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,0
11,1,97.85,1.0,554,64672,447,5674,18,0,0,0.0,0,1.0,1,0,0.0,1.0,0.0,1,0
2,1,80.65,1.0,554,8115,546,5586,19,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
15,1,99.1,1.0,554,24511,493,2966,20,1,0,1.0,1,0.0,1,0,0.0,0.0,1.0,0,0
9,1,94.4,1.0,77,8321,551,5571,29,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
1,1,79.35,1.0,437,78114,458,2483,57,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
7,1,75.15,1.0,567,69850,450,3457,53,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,0
12,1,78.95,1.0,583,18058,585,5806,56,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,0
5,0,21.05,0.0,448,37527,540,2604,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0
68,0,110.0,0.0,891,23559,599,5034,47,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,0
55,1,96.75,1.0,1002,31678,525,5154,27,1,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,0
10,1,100.25,1.0,1072,32148,392,5998,30,1,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
3,1,74.4,1.0,487,67354,349,4415,71,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
25,0,58.6,1.0,49,3699,576,4190,48,1,0,1.0,1,0.0,1,1,1.0,0.0,0.0,0,0
1,0,35.45,1.0,405,24660,506,2301,22,0,0,0.0,0,1.0,1,0,1.0,0.0,0.0,0,0
2,0,44.35,1.0,511,30173,427,2570,3,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,0
8,0,71.15,0.0,876,58639,496,2662,18,1,1,0.0,0,1.0,1,0,1.0,0.0,0.0,1,0
1,0,45.65,1.0,164,55486,488,2600,24,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,0
7,1,95.0,1.0,548,43467,428,2786,28,0,1,1.0,0,0.0,1,0,0.0,1.0,0.0,1,0
20,1,82.4,1.0,18,36243,423,5719,51,1,1,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
4,1,70.9,1.0,625,41067,368,4287,27,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
2,1,104.4,0.0,1010,26753,470,4690,53,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,0
53,0,94.85,1.0,734,27891,435,4328,73,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,0
1,0,29.95,1.0,368,21990,491,4534,27,0,1,0.0,1,1.0,0,0,1.0,0.0,0.0,0,0
8,1,84.5,1.0,368,17015,483,2152,19,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,1,0
13,1,79.25,1.0,368,31297,451,5142,76,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,0
1,0,24.8,1.0,368,9864,485,4851,29,0,0,0.0,0,1.0,1,1,1.0,0.0,0.0,0,0
6,1,91.0,1.0,148,49242,626,2283,29,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,0
1,1,79.9,1.0,620,17112,590,3394,21,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,0,0
19,1,106.6,0.0,886,40077,574,3764,19,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,0
2,0,46.0,1.0,968,46639,529,2667,41,0,0,1.0,0,0.0,1,0,1.0,0.0,0.0,0,0
4,1,70.15,1.0,953,9937,624,2227,17,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,0
4,0,50.05,0.0,316,42239,203,3394,22,0,1,1.0,0,0.0,0,1,0.0,1.0,0.0,0,0
1,0,55.2,1.0,1034,23646,589,3638,58,0,1,1.0,0,0.0,1,0,1.0,0.0,0.0,0,0
