gender,under_30,senior_citizen,dependents,country,state,city,longitude,referred_a_friend,phone_service,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,streaming_music,paperless_billing,payment_method,quarter,churn_label,cltv,tenure_months,device_protection,tech_support,monthly_charges,population
Male,No,Yes,No,United States,California,Carson,-118.252272,Yes,Yes,No,Fiber Optic,14,No,No,Yes,Yes,Bank Withdrawal,Q3,No,4180,22,No,No,89.75,25566
Male,No,Yes,No,United States,California,Long Beach,-118.1486,Yes,Yes,Yes,Fiber Optic,10,Yes,No,No,Yes,Bank Withdrawal,Q3,No,4163,51,Yes,No,93.65,43467
Male,No,Yes,Yes,United States,California,Long Beach,-118.111335,Yes,Yes,Yes,DSL,20,No,Yes,No,Yes,Bank Withdrawal,Q3,No,6404,71,Yes,Yes,72.9,37417
Male,No,Yes,No,United States,California,Montrose,-118.230625,No,Yes,Yes,DSL,16,No,Yes,No,Yes,Bank Withdrawal,Q3,No,5371,57,Yes,No,79.75,7527
Female,No,Yes,No,United States,California,Sierra Madre,-118.057505,Yes,Yes,No,DSL,29,Yes,No,No,Yes,Credit Card,Q3,No,6488,62,Yes,Yes,79.95,10558
Female,No,Yes,No,United States,California,Newhall,-118.504118,Yes,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4605,70,No,Yes,105.55,30742
Female,No,Yes,No,United States,California,Sylmar,-118.399841,No,Yes,No,Fiber Optic,20,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,5397,45,No,Yes,85.7,81986
Female,No,Yes,No,United States,California,Granada Hills,-118.505104,Yes,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Credit Card,Q3,No,6015,57,Yes,No,94.0,48867
Female,No,Yes,No,United States,California,Van Nuys,-118.448048,No,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Credit Card,Q3,No,2094,18,No,Yes,103.6,51348
Male,No,Yes,No,United States,California,Encino,-118.486056,No,Yes,No,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,No,2893,6,No,No,79.7,13129
Male,No,Yes,No,United States,California,Studio City,-118.39275,No,Yes,No,DSL,6,No,No,No,Yes,Credit Card,Q3,No,5715,1,No,No,45.85,26157
Female,No,Yes,No,United States,California,Pomona,-117.785168,No,Yes,Yes,Fiber Optic,12,Yes,Yes,No,Yes,Credit Card,Q3,No,5448,71,No,Yes,99.65,36057
Male,No,Yes,No,United States,California,Chula Vista,-117.054989,No,Yes,No,Fiber Optic,21,No,No,Yes,Yes,Bank Withdrawal,Q3,No,6034,51,Yes,No,94.0,74025
Female,No,Yes,No,United States,California,Chula Vista,-116.985026,Yes,Yes,Yes,Cable,18,Yes,Yes,No,Yes,Credit Card,Q3,No,4368,56,Yes,Yes,68.45,12884
Female,No,Yes,No,United States,California,Chula Vista,-116.97595,No,No,No,DSL,21,No,Yes,No,Yes,Bank Withdrawal,Q3,No,6055,64,No,Yes,43.85,9278
Male,No,Yes,No,United States,California,Pala,-117.072619,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,6136,68,No internet service,No internet service,20.0,1831
Male,No,Yes,No,United States,California,Vista,-117.200024,No,Yes,Yes,DSL,11,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,4494,67,No,Yes,64.55,44692
Female,No,Yes,No,United States,California,San Diego,-117.117462,Yes,Yes,Yes,Fiber Optic,12,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4121,42,Yes,No,95.55,47140
Female,No,Yes,No,United States,California,San Diego,-117.243453,Yes,Yes,Yes,Fiber Optic,29,Yes,Yes,No,Yes,Credit Card,Q3,No,5274,61,Yes,Yes,94.2,27959
Female,No,Yes,No,United States,California,San Diego,-117.122565,Yes,Yes,No,Fiber Optic,25,No,Yes,No,Yes,Bank Withdrawal,Q3,No,6355,53,Yes,Yes,94.0,33083
Female,No,Yes,No,United States,California,San Diego,-117.087091,No,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5139,35,Yes,No,108.35,29283
Male,No,Yes,No,United States,California,Earp,-114.36514,Yes,No,No,Cable,26,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4933,72,Yes,Yes,63.1,1564
Male,No,Yes,No,United States,California,Morongo Valley,-116.594561,Yes,Yes,No,Fiber Optic,29,No,No,No,Yes,Credit Card,Q3,No,5393,34,Yes,No,85.2,3499
Female,No,Yes,No,United States,California,Parker Dam,-114.192901,Yes,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5187,63,Yes,No,103.5,131
Female,No,Yes,No,United States,California,Thousand Palms,-116.382778,No,No,No,DSL,24,No,No,Yes,Yes,Bank Withdrawal,Q3,No,4611,6,No,No,44.4,6242
Male,No,Yes,No,United States,California,Twentynine Palms,-116.139589,Yes,Yes,Yes,Cable,23,Yes,Yes,No,No,Credit Card,Q3,No,4212,55,No,No,60.0,14104
Male,No,No,No,United States,California,Los Angeles,-118.272783,No,Yes,No,DSL,21,Yes,Yes,No,Yes,Credit Card,Q3,Yes,3239,2,No,No,53.85,58198
Female,Yes,No,Yes,United States,California,Los Angeles,-118.30742,No,Yes,No,Fiber Optic,51,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2701,2,No,No,70.7,43019
Female,No,No,Yes,United States,California,Los Angeles,-118.293953,No,Yes,Yes,Cable,26,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5372,8,Yes,No,99.65,62784
Female,Yes,No,Yes,United States,California,Los Angeles,-118.315709,No,Yes,Yes,Fiber Optic,47,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5003,28,Yes,Yes,104.8,1957
Male,No,No,Yes,United States,California,Los Angeles,-118.266293,No,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,5340,49,Yes,No,103.7,15140
Female,Yes,No,No,United States,California,San Diego,-117.202937,Yes,Yes,No,Cable,69,No,No,No,No,Credit Card,Q3,Yes,5925,10,Yes,Yes,55.2,4258
Male,Yes,No,No,United States,California,Los Angeles,-118.435479,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,Yes,4832,1,No internet service,No internet service,20.15,44150
Male,No,No,Yes,United States,California,Los Angeles,-118.326843,Yes,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,5789,47,No,No,99.35,30568
Male,Yes,No,No,United States,California,Los Angeles,-118.294824,Yes,No,No,DSL,58,No,Yes,No,No,Bank Withdrawal,Q3,Yes,2915,1,No,No,30.2,41713
Female,Yes,No,No,United States,California,Los Angeles,-118.177576,No,Yes,No,Cable,41,No,No,Yes,Yes,Credit Card,Q3,Yes,3022,17,No,No,64.7,46960
Male,No,No,Yes,United States,California,Los Angeles,-118.259595,No,Yes,No,Fiber Optic,58,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2454,5,No,No,69.7,29310
Male,No,No,Yes,United States,California,Los Angeles,-118.207607,No,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,2941,34,Yes,No,106.35,27866
Female,No,No,Yes,United States,California,Los Angeles,-118.192754,No,Yes,Yes,Cable,18,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5674,11,Yes,No,97.85,64672
Female,No,No,Yes,United States,California,Los Angeles,-118.370442,No,Yes,No,Fiber Optic,19,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5586,2,No,No,80.65,8115
Female,No,No,Yes,United States,California,Los Angeles,-118.274186,No,Yes,No,Fiber Optic,20,Yes,Yes,Yes,Yes,Credit Card,Q3,Yes,2966,15,No,No,99.1,24511
Female,No,No,Yes,United States,California,Beverly Hills,-118.383001,No,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Bank Withdrawal,Q3,Yes,5571,9,No,No,94.4,8321
Female,No,No,Yes,United States,California,Huntington Park,-118.217141,No,Yes,No,Fiber Optic,57,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2483,1,No,No,79.35,78114
Female,No,No,Yes,United States,California,Lynwood,-118.200669,Yes,Yes,No,Fiber Optic,53,No,No,No,Yes,Bank Withdrawal,Q3,Yes,3457,7,Yes,No,75.15,69850
Female,No,No,Yes,United States,California,Marina Del Rey,-118.445475,No,Yes,Yes,Fiber Optic,56,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,5806,12,No,No,78.95,18058
Male,No,No,No,United States,California,Inglewood,-118.358634,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,Yes,2604,5,No internet service,No internet service,21.05,37527
Male,Yes,No,No,United States,California,Santa Monica,-118.491156,Yes,Yes,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,5034,68,Yes,Yes,110.0,23559
Male,No,No,Yes,United States,California,Torrance,-118.330794,No,Yes,Yes,Fiber Optic,27,Yes,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5154,55,No,No,96.75,31678
Female,No,No,Yes,United States,California,Whittier,-118.065875,Yes,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5998,10,No,No,100.25,32148
Male,Yes,No,Yes,United States,California,La Habra,-117.9513,No,Yes,Yes,Fiber Optic,71,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4415,3,No,No,74.4,67354
Female,Yes,No,No,United States,California,Avalon,-118.421305,Yes,No,No,DSL,48,Yes,Yes,Yes,Yes,Credit Card,Q3,Yes,4190,25,Yes,No,58.6,3699
Male,No,No,No,United States,California,Harbor City,-118.300237,No,No,No,DSL,22,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2301,1,No,No,35.45,24660
Male,No,No,No,United States,California,Lakewood,-118.148403,No,Yes,No,DSL,3,No,No,No,No,Bank Withdrawal,Q3,Yes,2570,2,No,No,44.35,30173
Female,No,No,No,United States,California,San Pedro,-118.284363,No,Yes,Yes,DSL,18,Yes,No,Yes,No,Bank Withdrawal,Q3,Yes,2662,8,No,Yes,71.15,58639
Male,No,No,No,United States,California,Carson,-118.26411,No,Yes,No,Cable,24,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2600,1,No,No,45.65,55486
Male,No,No,Yes,United States,California,Long Beach,-118.1486,No,Yes,Yes,Cable,28,No,No,Yes,No,Credit Card,Q3,Yes,2786,7,No,No,95.0,43467
Female,Yes,No,Yes,United States,California,Altadena,-118.142236,Yes,Yes,Yes,Fiber Optic,51,Yes,No,Yes,No,Bank Withdrawal,Q3,Yes,5719,20,No,No,82.4,36243
Female,No,No,Yes,United States,California,Monrovia,-118.000482,No,Yes,No,Fiber Optic,27,No,No,No,Yes,Bank Withdrawal,Q3,Yes,4287,4,No,No,70.9,41067
Female,Yes,No,Yes,United States,California,Tujunga,-118.244839,Yes,Yes,Yes,Fiber Optic,53,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4690,2,Yes,Yes,104.4,26753
Female,Yes,No,No,United States,California,Pasadena,-118.165327,Yes,Yes,No,Fiber Optic,73,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4328,53,Yes,No,94.85,27891
Female,No,No,No,United States,California,Glendale,-118.267539,No,No,No,DSL,27,No,Yes,No,No,Bank Withdrawal,Q3,Yes,4534,1,No,No,29.95,21990
Male,No,No,Yes,United States,California,Glendale,-118.26036,No,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Bank Withdrawal,Q3,Yes,2152,8,No,No,84.5,17015
Female,No,No,Yes,United States,California,Glendale,-118.203869,No,Yes,No,Fiber Optic,76,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5142,13,Yes,No,79.25,31297
Female,Yes,No,No,United States,California,Glendale,-118.262922,Yes,No,No,DSL,29,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4851,1,No,No,24.8,9864
Male,No,No,Yes,United States,California,Canoga Park,-118.632656,Yes,Yes,No,Fiber Optic,29,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,2283,6,Yes,No,91.0,49242
Male,No,No,Yes,United States,California,Mission Hills,-118.459744,No,Yes,No,Fiber Optic,21,No,No,Yes,No,Bank Withdrawal,Q3,Yes,3394,1,No,No,79.9,17112
Female,No,No,Yes,United States,California,Santa Clarita,-118.41459,No,Yes,No,Fiber Optic,19,Yes,No,Yes,Yes,Bank Withdrawal,Q3,Yes,3764,19,Yes,Yes,106.6,40077
Male,Yes,No,No,United States,California,Sun Valley,-118.338307,No,Yes,No,DSL,41,No,No,Yes,Yes,Credit Card,Q3,Yes,2667,2,No,No,46.0,46639
Female,No,No,Yes,United States,California,Stevenson Ranch,-118.615583,No,Yes,No,Fiber Optic,17,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2227,4,No,No,70.15,9937
Male,No,No,No,United States,California,Fallbrook,-117.299644,Yes,Yes,No,Cable,22,No,No,No,No,Credit Card,Q3,Yes,3394,4,No,Yes,50.05,42239
Female,Yes,No,No,United States,California,Van Nuys,-118.459472,No,Yes,No,DSL,58,No,No,Yes,No,Credit Card,Q3,Yes,3638,1,No,No,55.2,23646
Male,No,No,Yes,United States,California,Burbank,-118.317651,No,Yes,No,Fiber Optic,11,Yes,No,Yes,Yes,Credit Card,Q3,Yes,2484,1,No,No,84.6,25882
Male,Yes,No,No,United States,California,North Hollywood,-118.372498,No,Yes,Yes,DSL,73,No,Yes,Yes,Yes,Credit Card,Q3,Yes,2556,2,No,No,54.4,36625
Male,No,No,No,United States,California,Covina,-117.886844,No,Yes,No,DSL,9,Yes,No,No,Yes,Credit Card,Q3,Yes,5687,1,No,No,48.55,17554
Female,No,No,No,United States,California,El Monte,-118.046695,Yes,Yes,No,Fiber Optic,21,No,No,No,No,Bank Withdrawal,Q3,Yes,5687,2,No,No,70.4,30211
Female,No,No,No,United States,California,La Puente,-117.936436,Yes,Yes,No,Cable,16,No,No,No,Yes,Credit Card,Q3,Yes,4884,2,No,No,44.6,84965
Male,No,No,No,United States,California,Ontario,-117.667677,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,Yes,5084,59,No internet service,No internet service,19.35,54254
Male,No,No,No,United States,California,Pomona,-117.756106,No,No,No,Cable,29,No,No,No,No,Bank Withdrawal,Q3,Yes,5087,1,No,No,24.8,69974
Male,No,No,No,United States,California,Pomona,-117.785168,No,Yes,No,Fiber Optic,41,No,No,No,No,Credit Card,Q3,Yes,3338,1,No,No,70.6,36057
Male,No,No,No,United States,California,Rosemead,-118.082791,Yes,Yes,Yes,Fiber Optic,16,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,3676,5,No,Yes,85.4,61623
Female,Yes,No,No,United States,California,San Dimas,-117.815532,Yes,Yes,Yes,Fiber Optic,48,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4839,52,Yes,No,105.05,33878
Male,No,No,No,United States,California,West Covina,-117.893169,Yes,Yes,No,Fiber Optic,28,No,No,Yes,No,Credit Card,Q3,Yes,4643,18,Yes,No,95.15,30458
Male,No,No,No,United States,California,Alhambra,-118.145959,Yes,Yes,No,Fiber Optic,18,No,No,No,No,Bank Withdrawal,Q3,Yes,4094,1,No,No,70.0,30635
Male,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,DSL,17,No,No,No,Yes,Credit Card,Q3,Yes,4061,10,No,No,44.85,34902
Female,Yes,No,No,United States,California,San Diego,-117.209774,No,Yes,No,Fiber Optic,52,Yes,No,Yes,Yes,Credit Card,Q3,Yes,2565,1,No,No,73.6,34902
Male,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,Fiber Optic,52,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5715,5,No,No,80.6,34902
Female,No,No,No,United States,California,San Diego,-117.209774,Yes,Yes,No,DSL,19,Yes,Yes,Yes,No,Credit Card,Q3,Yes,2071,38,No,Yes,80.3,34902
Female,Yes,No,No,United States,California,San Diego,-117.209774,No,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2473,7,No,No,73.85,34902
Female,No,No,No,United States,California,San Diego,-117.209774,No,Yes,Yes,Fiber Optic,20,No,No,No,No,Credit Card,Q3,Yes,2683,2,Yes,No,80.6,34902
Male,No,No,No,United States,California,San Diego,-117.209774,Yes,Yes,Yes,DSL,18,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4903,68,Yes,Yes,75.8,34902
Female,Yes,No,No,United States,California,San Diego,-117.209774,No,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,5250,43,Yes,No,104.6,34902
Male,No,No,No,United States,California,San Diego,-117.209774,Yes,Yes,Yes,Fiber Optic,13,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4352,63,Yes,No,103.4,34902
Female,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,Fiber Optic,8,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4157,2,No,No,90.4,34902
Male,Yes,No,No,United States,California,San Diego,-117.209774,Yes,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4939,4,Yes,No,84.8,34902
Female,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,Fiber Optic,11,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,3598,10,No,No,80.25,34902
Male,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,Fiber Optic,8,No,No,Yes,No,Bank Withdrawal,Q3,Yes,5383,5,Yes,No,96.5,34902
Male,Yes,No,No,United States,California,San Diego,-117.209774,No,Yes,Yes,Cable,27,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,3878,2,No,No,85.65,34902
Female,No,No,No,United States,California,San Diego,-117.209774,Yes,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,3642,25,Yes,Yes,104.95,34902
Male,Yes,No,No,United States,California,San Diego,-117.209774,No,Yes,No,DSL,59,No,Yes,Yes,No,Credit Card,Q3,Yes,2431,1,No,No,50.65,34902
Male,No,No,No,United States,California,San Diego,-117.209774,No,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Credit Card,Q3,Yes,3424,1,No,No,90.85,34902
Female,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,Fiber Optic,14,No,Yes,No,Yes,Credit Card,Q3,Yes,5795,34,No,No,73.95,34902
Male,No,No,No,United States,California,San Diego,-117.209774,Yes,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Credit Card,Q3,Yes,4020,69,Yes,No,99.45,34902
Female,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,Yes,3351,1,No internet service,No internet service,19.9,34902
Male,No,No,No,United States,California,San Diego,-117.209774,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,Yes,3448,1,No internet service,No internet service,19.6,34902
Female,Yes,No,No,United States,California,Seeley,-115.689559,Yes,Yes,No,Cable,53,No,Yes,Yes,No,Bank Withdrawal,Q3,Yes,3804,22,No,No,83.3,1632
Female,Yes,No,No,United States,California,Adelanto,-117.536183,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,Yes,4221,61,No internet service,No internet service,19.4,18980
Male,No,No,No,United States,California,Fallbrook,-117.299644,No,Yes,No,DSL,14,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2887,12,No,No,45.4,42239
Female,Yes,No,No,United States,California,Crestline,-117.29028,No,Yes,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,4105,60,Yes,No,105.9,10484
Female,No,No,No,United States,California,Daggett,-116.821698,No,Yes,No,Fiber Optic,13,No,No,No,No,Credit Card,Q3,Yes,2792,1,No,No,69.55,678
Female,No,No,No,United States,California,Ludlow,-116.093376,Yes,Yes,No,Fiber Optic,13,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5201,28,No,No,81.05,23
Male,Yes,No,No,United States,California,Lucerne Valley,-116.856103,Yes,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Bank Withdrawal,Q3,Yes,4417,4,Yes,No,101.15,5256
Male,No,No,No,United States,California,Lytle Creek,-117.534306,No,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,2031,7,No,No,99.8,1090
Female,No,No,No,United States,California,Phelan,-117.537886,Yes,Yes,No,DSL,27,No,No,Yes,No,Bank Withdrawal,Q3,Yes,4498,13,No,No,55.95,12463
Male,Yes,No,No,United States,California,Redlands,-117.138286,No,Yes,No,Cable,53,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4877,1,No,No,55.0,31230
Female,No,No,No,United States,California,Rialto,-117.404686,No,Yes,No,Fiber Optic,8,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5980,1,No,No,74.7,18518
Male,No,No,No,United States,California,Running Springs,-117.07683,No,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,4418,24,No,No,80.25,5395
Male,No,No,No,United States,California,Fallbrook,-117.299644,No,Yes,No,Fiber Optic,11,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4192,5,No,Yes,96.1,42239
Female,No,No,No,United States,California,Victorville,-117.362274,No,Yes,No,Fiber Optic,28,No,No,No,No,Bank Withdrawal,Q3,Yes,5671,15,No,No,69.0,63235
Female,Yes,No,No,United States,California,Wrightwood,-117.618263,Yes,No,No,Cable,58,Yes,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4926,48,Yes,No,45.3,4253
Female,No,No,No,United States,California,San Bernardino,-117.2914,Yes,Yes,No,Cable,25,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,2879,8,No,No,83.55,1779
Male,No,No,No,United States,California,San Bernardino,-117.297553,No,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2814,1,No,No,74.35,44556
Female,Yes,No,No,United States,California,Riverside,-117.455583,Yes,Yes,No,Fiber Optic,41,Yes,No,No,Yes,Bank Withdrawal,Q3,Yes,4263,2,No,No,74.4,71678
Male,No,No,No,United States,California,Riverside,-117.361788,No,No,No,DSL,16,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,3099,22,Yes,No,43.75,42425
Female,No,No,No,United States,California,March Air Reserve Base,-117.277533,No,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,2538,12,Yes,No,99.7,1005
Male,No,No,No,United States,California,Homeland,-117.120868,Yes,Yes,No,Fiber Optic,19,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,3715,2,No,Yes,94.2,4283
Female,No,No,No,United States,California,Idyllwild,-116.741796,Yes,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Bank Withdrawal,Q3,Yes,5032,6,No,Yes,80.5,3588
Male,No,No,No,United States,California,Murrieta,-117.14719,No,Yes,Yes,Fiber Optic,8,No,No,Yes,No,Bank Withdrawal,Q3,Yes,3492,40,Yes,Yes,104.8,18311
Female,No,No,No,United States,California,Sun City,-117.200006,No,Yes,Yes,Fiber Optic,23,No,No,No,No,Bank Withdrawal,Q3,Yes,2115,23,No,No,75.6,18161
Male,Yes,No,No,United States,California,Sun City,-117.25071,Yes,Yes,Yes,Fiber Optic,52,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2568,34,Yes,No,100.05,13151
Female,No,No,No,United States,California,Irvine,-117.810896,No,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,5679,1,No,No,85.0,41062
Male,No,No,No,United States,California,Lake Forest,-117.684254,No,Yes,Yes,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2966,10,No,No,86.05,59176
Male,No,No,No,United States,California,Huntington Beach,-117.969501,No,No,No,DSL,17,Yes,No,No,Yes,Credit Card,Q3,Yes,4856,13,No,Yes,45.55,56517
Male,Yes,No,No,United States,California,Huntington Beach,-118.016195,Yes,Yes,No,Fiber Optic,19,No,Yes,No,Yes,Credit Card,Q3,Yes,3364,39,No,No,86.3,42663
Male,No,No,No,United States,California,Newport Beach,-117.902304,No,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,5974,32,No,No,80.35,4242
Female,No,No,No,United States,California,Santa Ana,-117.858918,No,Yes,Yes,Fiber Optic,17,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,2744,35,Yes,No,100.25,58157
Male,No,No,No,United States,California,Santa Ana,-117.872941,Yes,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Credit Card,Q3,Yes,5170,56,No,No,100.3,62634
Female,No,No,No,United States,California,Anaheim,-117.906099,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,Yes,3535,12,No internet service,No internet service,19.0,68802
Female,Yes,No,No,United States,California,Anaheim,-117.870494,No,Yes,No,Fiber Optic,51,Yes,No,No,No,Mailed Check,Q3,Yes,3244,1,No,No,75.3,34398
Female,No,No,No,United States,California,Norco,-117.559639,No,Yes,Yes,DSL,30,Yes,No,No,Yes,Mailed Check,Q3,Yes,5670,12,Yes,Yes,61.65,22443
Male,No,No,No,United States,California,Ventura,-119.306383,Yes,No,No,DSL,9,No,Yes,No,Yes,Bank Withdrawal,Q3,Yes,2573,9,No,No,29.95,32899
Female,Yes,No,No,United States,California,Ventura,-119.221437,Yes,Yes,No,Cable,69,Yes,Yes,No,No,Mailed Check,Q3,Yes,3983,9,Yes,Yes,65.0,46894
Female,Yes,No,No,United States,California,Port Hueneme,-119.100972,No,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,Yes,4479,7,No internet service,No internet service,20.0,25634
Female,Yes,No,No,United States,California,Santa Barbara,-119.77191,Yes,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Bank Withdrawal,Q3,Yes,5720,65,Yes,No,105.5,15757
Male,Yes,No,No,United States,California,Armona,-119.710852,Yes,Yes,Yes,Fiber Optic,82,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,3573,10,No,No,85.25,2872
Female,No,No,No,United States,California,Avenal,-120.129921,Yes,Yes,No,DSL,20,No,No,No,No,Bank Withdrawal,Q3,Yes,2152,43,No,No,56.15,14697
Male,No,No,No,United States,California,Bodfish,-118.400432,No,Yes,No,Cable,27,No,No,Yes,Yes,Bank Withdrawal,Q3,Yes,4996,1,No,No,89.55,1954
Male,No,No,No,United States,California,Coalinga,-120.387793,No,Yes,No,DSL,13,No,No,No,Yes,Mailed Check,Q3,Yes,2295,1,No,No,45.7,18036
Female,No,No,No,United States,California,Earlimart,-119.305858,No,Yes,No,Fiber Optic,30,No,No,No,Yes,Bank Withdrawal,Q3,Yes,2876,3,No,No,69.55,9318
Female,Yes,No,No,United States,California,Exeter,-119.018233,No,Yes,No,Fiber Optic,47,No,No,No,Yes,Mailed Check,Q3,Yes,3860,1,Yes,No,74.6,13333
Male,No,No,No,United States,California,Huron,-120.080117,Yes,Yes,No,,0,No,No,No,No,Mailed Check,Q3,Yes,2362,2,No internet service,No internet service,19.85,6918
Female,No,No,No,United States,California,Kernville,-118.397782,No,No,No,Cable,16,No,No,No,Yes,Mailed Check,Q3,Yes,2038,4,No,No,24.25,1873
Female,No,No,No,United States,California,Lemon Cove,-118.997291,No,Yes,No,Fiber Optic,27,No,No,No,No,Bank Withdrawal,Q3,Yes,2323,2,No,No,69.65,293
Female,No,No,No,United States,California,Lindsay,-119.085807,No,Yes,No,DSL,27,No,No,No,No,Mailed Check,Q3,Yes,2864,4,No,No,45.65,15508
Female,Yes,No,No,United States,California,Temecula,-117.029473,No,Yes,Yes,Fiber Optic,58,No,No,No,Yes,Mailed Check,Q3,Yes,4838,1,No,No,75.05,46171
